ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
30,Brazil,BR,BRA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.198,-0.184,0.165,-0.216,-0.088,0.03,0.083,-0.403,0.323,0.12,-0.151,0.087,0.425,-0.195,-0.156,-0.192,0.246,0.014,-0.02,0.282,0.158,0.259,0.467,0.299,0.09,0.266,0.671,0.453,0.124,0.446,0.452,0.391,0.455,0.605,0.787,0.509,0.703,1.253,0.559,0.533,0.795,1.071,0.964,0.82,1.157,0.836,0.989,0.73,0.966,1.133,0.806,1.077,0.996,1.217,1.601,1.545,1.441,1.201,1.589,1.499,1.223,1.03,1.689,2.081
31,British Virgin Islands,VG,VGB,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.043,-0.067,0.155,0.104,-0.29,-0.056,-0.326,-0.127,0.434,0.099,-0.191,0.041,0.163,-0.279,-0.21,-0.297,0.268,0.396,0.168,0.729,0.721,0.306,0.571,0.192,-0.011,0.166,0.712,0.6,0.126,0.587,0.547,0.428,0.517,0.655,0.712,0.43,0.569,1.198,0.63,0.275,0.71,0.969,0.917,0.488,0.889,0.677,1.009,0.522,0.669,1.212,0.53,0.881,0.84,1.041,1.284,1.153,1.104,0.838,0.997,1.351,0.802,0.891,1.164,1.478
32,Brunei Darussalam,BN,BRN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.116,-0.049,-0.229,0.036,-0.335,0.161,-0.109,-0.184,0.231,0.1,-0.232,0.034,0.282,-0.195,0.016,-0.141,0.062,0.122,0.169,0.133,0.074,0.064,0.497,-0.175,0.083,0.004,0.405,0.434,0.043,0.432,0.416,0.313,0.156,0.356,0.388,0.292,0.597,1.232,0.441,0.345,0.416,0.582,0.835,0.656,0.9,0.588,0.645,0.458,0.826,0.921,0.575,0.763,0.982,0.934,1.121,1.545,1.162,1.076,1.383,1.377,1.07,1.085,1.162,1.592
33,Bulgaria,BG,BGR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.881,0.467,-0.264,-0.543,-0.468,1.141,0.016,0.417,-0.489,0.195,-0.155,0.122,-0.435,-0.208,0.38,-0.847,0.555,-0.717,0.154,-0.462,-0.056,-0.146,0.38,-0.031,-0.614,0.348,-0.494,0.123,0.405,0.795,-0.169,0.138,-0.334,1.577,0.213,-0.375,-0.352,0.758,0.669,1.151,1.61,0.814,0.14,0.483,0.162,0.527,1.837,1.13,1.241,1.309,0.369,1.627,1.423,1.167,1.417,1.876,0.929,2.158,2.07,1.987,1.567,1.837,2.646,3.109
34,Burkina Faso,BF,BFA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.293,-0.24,0.126,-0.247,-0.163,-0.154,-0.197,-0.206,0.566,0.35,-0.043,0.131,0.654,-0.092,-0.355,-0.339,0.264,0.211,0.434,0.789,0.27,0.172,0.715,0.783,0.475,0.34,1.022,0.6,0.018,0.618,0.535,-0.011,0.711,0.306,0.399,0.909,0.616,1.004,0.546,0.529,0.496,0.997,0.976,0.86,1.438,1.155,0.86,0.301,0.943,1.275,1.012,0.504,0.864,0.921,1.139,1.107,1.237,1.194,1.111,1.111,1.685,0.868,1.565,1.543
35,Burundi,BI,BDI,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.074,-0.463,-0.228,-0.167,-0.204,0.074,-0.185,-0.207,0.215,0.325,-0.259,0.176,0.512,0.074,,,,,,,,0.457,0.705,,,0.583,0.695,0.332,0.069,0.299,-0.069,0.024,,,,,,0.565,,,0.536,0.974,1.122,1.207,,,1.334,,,,,,,,,,,,,,,,,
36,Cabo Verde,CV,CPV,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.076,0.275,0.525,0.046,-0.283,0.302,-0.037,-0.342,0.943,0.736,-0.286,-0.056,0.2,-0.577,,-0.341,,0.282,0.642,0.678,0.511,0.753,0.754,,0.344,0.213,1.17,0.595,0.73,1.093,0.46,0.668,0.288,0.222,1.255,1.378,1.434,1.56,0.575,0.819,1.109,1.191,0.95,1.042,1.252,1.436,0.901,1.383,0.857,,1.453,1.418,1.409,1.16,1.148,1.764,2.075,1.003,1.703,,1.756,1.844,2.803,2.592
37,Cambodia,KH,KHM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.024,-0.114,-0.285,0.145,-0.212,0.425,-0.126,-0.163,0.444,0.057,-0.461,0.042,0.35,-0.332,-0.039,-0.459,0.027,0.203,0.392,0.317,0.256,0.045,0.417,0.061,0.208,0.028,0.578,0.295,0.203,0.546,0.468,0.42,0.29,0.355,0.572,0.226,0.239,1.309,0.304,0.194,0.549,0.691,0.589,0.52,0.69,0.659,0.542,0.364,0.42,1.156,0.417,0.872,0.956,0.595,1.103,1.397,1.073,0.794,1.55,1.425,0.917,0.972,1.383,2.057
38,Cameroon,CM,CMR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.105,-0.212,0.14,-0.166,-0.095,-0.005,-0.114,-0.088,0.227,0.178,-0.131,0.054,0.584,-0.065,-0.196,-0.162,0.331,0.053,0.405,0.358,0.04,0.019,0.156,0.191,0.092,0.137,0.499,0.326,-0.245,0.594,0.599,-0.308,0.301,0.356,0.369,0.417,0.605,1.276,0.662,0.39,0.228,0.705,0.958,0.88,1.026,1.066,0.664,0.623,1.018,1.162,0.572,0.401,0.712,0.872,1.111,1.16,1.157,1.056,1.416,1.129,1.254,0.941,1.212,1.536
39,Canada,CA,CAN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.047,-0.12,0.335,-0.299,-0.871,-0.161,-0.46,0.474,-0.005,0.427,-0.017,-1.788,0.319,-0.836,0.236,0.092,1.088,-0.6,-0.215,0.925,1.563,-0.66,0.511,0.361,-0.291,0.033,1.366,1.219,0.031,0.085,0.347,0.114,0.357,0.48,0.95,-0.107,0.447,2.498,1.72,1.315,1.445,0.556,1.268,0.503,1.303,2.369,1.351,0.876,0.558,2.934,1.463,2.161,1.21,0.304,1.287,2.432,1.545,0.531,1.33,1.16,2.534,1.286,2.374,3.366
40,Cayman Islands,KY,CYM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,-0.391,-0.248,,,-0.269,-0.375,-0.504,0.048,-0.269,-0.265,0.153,0.341,0.465,1.049,0.022,0.43,0.186,0.128,0.488,-0.094,0.459,0.227,0.098,0.008,0.068,0.266,0.679,0.836,0.726,0.765,0.402,0.735,1.127,0.901,0.312,0.865,0.79,0.324,,,,,,0.536,0.456,0.608,0.416,0.319,0.521,0.207,0.275,0.43,0.638,,,,,1.459,1.499,1.179,1.196,1.904,2.042
41,Central African Rep.,CF,CAF,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.012,-0.327,0.01,-0.159,-0.061,0.03,-0.29,-0.205,0.101,0.198,-0.099,0.018,0.503,-0.107,-0.088,-0.144,0.268,0.08,0.423,0.449,-0.064,0.121,0.336,-0.001,0.06,0.38,0.386,0.143,-0.247,0.268,0.352,-0.583,0.226,0.468,0.033,-0.036,-0.045,1.111,0.391,0.599,0.314,0.664,0.78,0.856,0.894,0.897,0.312,0.463,0.895,0.967,0.499,0.203,0.59,0.462,0.753,0.974,0.975,0.924,1.136,0.816,0.987,0.771,0.817,1.149
42,Chad,TD,TCD,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.406,-0.266,0.297,-0.173,-0.114,-0.011,-0.381,-0.173,0.591,0.114,-0.201,0.203,0.709,-0.035,-0.177,0.225,-0.059,-0.136,0.498,0.393,0.125,0.365,0.051,0.546,0.259,0.711,0.398,0.165,-0.225,0.481,0.498,-0.4,0.189,0.319,0.121,0.553,0.235,0.844,0.542,0.306,0.248,0.752,0.805,0.8,1.136,1.357,0.589,0.46,1.242,1.293,0.954,0.519,0.998,0.889,1.067,0.906,1.014,1.184,0.917,0.793,1.078,0.429,1.282,1.605
43,Chile,CL,CHL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.272,0.27,0.108,-0.172,0.143,-0.195,-0.177,0.314,0.097,0.144,-0.416,-0.168,-0.151,-0.256,-0.216,-0.377,0.232,0.234,0.181,0.259,0.263,0.26,0.422,-0.183,0.265,0.029,0.568,0.023,0.284,0.16,0.04,-0.141,0.189,0.168,-0.097,0.212,0.638,0.661,0.193,-0.314,-0.145,-0.05,0.185,0.425,0.116,0.414,-0.386,0.332,0.34,-0.191,0.022,0.494,0.245,0.289,0.645,0.741,0.566,0.269,0.402,0.676,0.644,0.243,0.88,0.426
44,"China, P.R.: Hong Kong",HK,HKG,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.072,-0.066,0.315,0.104,0.141,0.642,0.047,-0.649,0,-0.387,-0.175,-0.124,0.435,-0.334,0.167,-0.764,0.169,0.012,0.025,0.259,0.386,0.071,-0.18,-0.516,-0.296,-0.001,0.818,-0.153,0.243,0.29,0.757,-0.201,0.33,0.396,0.03,0.044,0.291,0.952,1.011,0.347,0.877,0.984,1.006,0.677,0.742,0.92,1.031,0.431,0.95,0.49,0.393,0.546,0.825,0.599,1.059,0.639,1.192,1.02,1.574,1.683,1.802,1.202,1.243,1.709
45,"China, P.R.: Macao",MO,MAC,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.072,-0.066,0.315,0.104,0.141,0.642,0.047,-0.649,0,-0.387,-0.175,-0.124,0.435,-0.334,0.167,-0.764,0.169,0.012,0.025,0.259,0.386,0.071,-0.18,-0.516,-0.296,-0.001,0.818,-0.153,0.243,0.29,0.757,-0.201,0.33,0.396,0.03,0.044,0.291,0.952,1.011,0.347,0.877,0.984,1.006,0.677,0.742,0.92,1.031,0.431,0.95,0.49,0.393,0.546,0.825,0.599,1.059,0.639,1.192,1.02,1.574,1.683,1.802,1.202,1.243,1.709
46,"China, P.R.: Mainland",CN,CHN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.255,-0.146,0.287,-0.024,0.076,0.179,-0.285,-0.411,-0.216,-0.306,0.035,0.013,0.409,-0.008,0.275,-0.395,-0.06,0.239,0.299,0.254,0.222,0.384,0.124,-0.15,-0.125,-0.042,0.429,0.394,0.422,0.844,0.519,0.124,0.273,0.725,0.57,0.203,0.73,1.263,1.229,0.571,1.037,1.129,0.821,1.107,1.04,1.224,1.527,1.079,1.326,0.958,0.786,0.625,1.085,1.093,1.308,1.339,1.6,1.397,1.443,1.672,1.708,1.909,1.892,2.272
47,Colombia,CO,COL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.027,-0.16,-0.037,0.077,-0.141,0.115,-0.282,-0.235,0.307,0.044,-0.415,-0.016,0.353,-0.314,-0.285,-0.202,0.279,0.163,0.212,0.483,0.184,0.251,0.684,-0.165,0.044,0.079,0.641,0.413,0.045,0.402,0.516,0.69,0.344,0.345,0.645,0.292,0.663,1.038,0.058,0.041,0.507,0.761,0.809,0.657,0.834,0.693,0.774,0.499,0.98,1.142,0.591,0.785,0.965,0.974,1.411,1.295,0.989,1.229,1.55,1.613,1.099,0.95,1.567,2.033
48,"Comoros, Union of the",KM,COM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.479,0.023,-0.226,-0.19,-0.312,0.081,0.177,-0.43,0.221,0.08,-0.547,-0.077,0.133,-0.378,-0.175,-0.104,0.415,0.139,0.11,0.15,0.035,0.478,0.299,-0.497,,-0.066,0.388,0.394,-0.301,0.089,0.233,0.053,0.166,0.527,0.409,-0.054,0.362,1.081,0.508,0.282,0.43,0.887,0.563,0.487,0.583,0.389,0.721,0.354,0.612,0.853,0.489,0.453,0.691,0.812,1.028,1.003,1.254,1.008,1.599,1.333,0.954,0.825,1.591,1.804
49,"Congo, Dem. Rep. of the",CD,COD,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.013,-0.167,-0.053,-0.123,-0.189,0.116,-0.121,-0.164,0.136,0.215,-0.14,0.072,0.454,-0.089,-0.109,-0.187,0.246,0.119,0.407,0.287,0.12,0.146,0.52,0.126,0.098,0.292,0.545,0.445,-0.143,0.165,0.328,-0.154,0.149,0.328,0.44,0.022,0.714,1.013,0.399,0.511,0.43,0.91,0.944,0.944,1.093,0.979,0.82,0.628,0.899,1.291,0.736,0.484,1,0.979,1.07,1.52,1.247,1.413,1.47,1.541,1.445,1.313,1.283,1.256
50,"Congo, Rep. of",CG,COG,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.144,-0.036,0.13,-0.112,-0.154,0.112,-0.129,-0.096,0.125,0.169,-0.083,-0.046,0.502,-0.071,-0.135,-0.244,0.231,0.091,0.417,0.304,-0.149,-0.161,0.329,0.133,-0.18,0.045,0.412,0.279,-0.275,0.16,0.245,-0.243,0.082,0.368,0.651,0.095,,1.212,0.71,0.491,0.361,0.796,0.897,0.936,0.872,0.873,0.783,0.751,0.775,1.292,0.64,0.626,0.779,0.721,1.041,1.435,1.059,1.156,1.322,1.341,1.161,1.085,1.227,1.25
51,Cook Islands,CK,COK,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.108,-0.091,-0.129,0.132,-0.403,0.006,-0.359,-0.373,-0.041,0.181,-0.14,-0.091,0.481,-0.115,-0.131,-0.138,0.351,0.297,0.33,0.448,0.271,0.242,0.451,0.288,0.272,0.508,0.299,0.616,0.413,0.432,0.707,0.703,0.496,0.577,0.821,0.76,0.458,,1.282,0.939,1.012,0.902,0.85,0.893,0.773,0.972,1.002,0.866,0.71,1.214,1.085,0.82,1.043,0.816,0.228,0.968,1.333,0.896,0.823,0.932,1.225,1.136,0.614,0.965
52,Costa Rica,CR,CRI,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,-0.108,-0.024,-0.183,-0.456,0.246,,,0.091,-0.387,-0.485,0.177,0.197,-0.233,-0.19,0.121,0.431,0.257,0.195,0.472,0.193,0.535,1.073,0.098,0.027,0.281,0.889,0.325,0.122,0.556,0.608,0.488,0.395,0.329,0.398,-0.066,0.752,1.142,-0.102,0.039,0.565,0.611,0.787,0.681,0.561,0.451,0.601,0.144,0.863,0.727,0.252,0.332,0.648,0.634,0.942,0.917,0.647,1.07,1.24,1.289,0.899,0.811,1.625,1.682
53,"Croatia, Rep. of",HR,HRV,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.834,0.405,1.717,0.43,-0.03,0.309,1.157,0.709,1.637,1.608,1.265,1.279,0.664,0.291,0.722,1.985,1.465,1.505,0.873,1.275,1.865,1.289,2.049,1.934,1.844,1.559,2.317,2.114,2.02,1.619,2.295,2.567,3.376
54,Cuba,CU,CUB,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.057,-0.073,-0.176,0.109,0.088,-0.277,-0.267,-0.356,-0.009,-0.393,0.05,0.411,0.385,0.066,0.505,-0.203,0.152,0.033,0.342,0.466,-0.029,0.548,0.25,0.231,0.168,0.293,0.667,0.526,0.612,0.771,0.828,0.51,0.515,0.884,0.93,0.33,0.754,0.952,0.582,0.319,0.368,0.792,0.933,0.682,0.449,0.685,0.753,0.398,0.661,0.591,0.581,0.654,0.893,1.076,1.345,1.37,1.304,1.083,1.514,1.671,1.276,1.437,1.877,1.627
